customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1370.0,Male,0,Yes,No,34.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.6,,No
1266.0,Male,1,No,No,38.0,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,41.82,1597.11,Yes
1461.0,Male,1,No,No,1.0,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,47.97,66.42,Yes
1471.0,Female,0,No,No,57.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.38,,No
1149.0,Male,0,No,Yes,66.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.91,1743.82,No
1091.0,Female,1,No,No,45.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,64.21,2894.59,No
1560.0,Female,1,Yes,Yes,29.0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),51.28,1509.11,No
1303.0,Female,1,Yes,No,0.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,70.27,0.0,No
1496.0,Male,1,Yes,Yes,39.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),78.18,3063.64,No
1550.538603973633,Male,1,No,Yes,38.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,72.52919801465536,2778.982061142159,Yes
1462.0,Female,0,Yes,No,46.0,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,45.01,2031.12,No
1574.0,Male,0,Yes,No,29.0,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.62,1635.87,No
1413.0,Male,0,No,Yes,35.0,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),52.68,1853.06,No
1576.0,Female,0,Yes,No,22.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,74.03,1594.52,Yes
1439.0,Male,1,Yes,No,27.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),67.75,,No
1150.0,Female,1,Yes,No,42.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),59.05,2465.68,No
1186.5479229693435,Female,0,Yes,No,8.0,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,40.79585683957047,362.21185622362185,Yes
1351.0941430407152,Male,0,Yes,No,16.0,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,58.57527525997027,942.1536315607144,Yes
1167.0,Male,0,Yes,Yes,54.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,60.45,3260.69,No
1244.0,Female,0,Yes,Yes,67.0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.9,4820.22,No
1052.0,Male,0,No,Yes,29.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.31,843.17,No
1306.955204295532,Female,0,Yes,No,70.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.235179377531345,1740.9109770189634,Yes
1109.5126759168218,Female,0,Yes,No,62.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,57.17193252240649,3547.4768130180864,Yes
1193.0,Male,1,Yes,Yes,47.0,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,46.03,2171.12,No
1116.0,Male,1,No,No,25.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,68.3,,No
1555.0,Female,1,Yes,No,13.0,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,70.0,899.06,No
1482.0,Male,1,No,No,56.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,65.85,3673.48,No
1091.8484808811393,Male,1,Yes,No,29.0,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,46.20227826918712,1322.1845646361135,Yes
1375.0,Male,0,No,Yes,50.0,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,51.48,2565.62,No
1142.5564151900276,Female,1,Yes,Yes,16.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,76.4310259032972,1281.6472027595505,Yes
1323.0,Female,0,Yes,No,30.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.51,637.01,Yes
1030.0,Male,1,No,Yes,33.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,73.91,2401.99,No
1162.3863849117195,Male,1,Yes,No,42.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),70.3960745781006,2943.62382222273,Yes
1026.0,Male,0,No,No,56.0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,52.27,2923.56,Yes
1402.0,Male,1,Yes,No,2.0,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,67.36,,No
1134.0,Female,0,Yes,No,23.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.49,463.81,No
1540.0,Female,1,Yes,Yes,53.0,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,47.79,2543.82,No
1014.8426423471751,Female,0,No,Yes,5.0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,49.973987251598736,268.0781436816422,Yes
1325.4258464412567,Male,1,Yes,Yes,36.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,52.1495429321527,1863.833708450897,Yes
1304.0,Female,0,No,No,63.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.59,1644.8,Yes
1553.0,Male,1,Yes,No,71.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,64.29,4559.1,No
1362.0,Male,1,Yes,No,47.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,61.39,2864.56,No
1108.9987890342618,Male,1,No,Yes,16.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),66.42253787511623,1056.9836399981205,Yes
1104.0,Female,0,Yes,No,68.0,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),68.89,4708.56,No
1552.8865774245442,Male,1,No,Yes,38.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,72.57494244651454,2774.9482692526885,Yes
1446.0,Male,0,Yes,Yes,33.0,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,66.99,2222.44,Yes
1490.0,Female,1,Yes,No,53.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,64.3,,Yes
1533.0,Male,1,No,Yes,36.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,66.54,2384.11,Yes
1088.0,Female,0,No,No,70.0,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,48.62,3436.2,No
1121.2771501874088,Female,1,Yes,Yes,-0.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,70.0339532358824,1.614092876165678,Yes
1306.7786462031727,Female,0,No,No,63.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.363378411984304,1665.0859426471497,Yes
1562.4625160198027,Male,0,No,Yes,28.0,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),49.54175400718365,1370.9554168422496,Yes
1517.0109795628343,Male,1,No,No,9.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.53680364849145,196.85409977424035,Yes
1462.3165872957877,Male,1,No,No,1.0,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,47.785396086071366,63.093612886858075,Yes
1002.0,Female,1,No,No,11.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,61.89,697.42,Yes
1449.0,Male,0,Yes,No,33.0,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.46,1755.88,No
1525.0,Male,1,No,Yes,36.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,79.29,2865.03,No
1076.9180977262624,Male,1,No,Yes,26.0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),47.89020501571914,1209.684316313456,Yes
1064.0,Male,1,Yes,No,37.0,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,50.97,1875.74,No
1072.3005414319991,Male,1,No,Yes,6.0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,44.482424598697065,254.20613110668194,Yes
1420.0,Female,0,No,Yes,9.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,70.93,611.18,Yes
1424.0,Male,1,No,Yes,33.0,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,47.01,1510.96,No
1369.0,Female,0,Yes,No,45.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),62.6,2868.48,No
1302.0,Male,0,Yes,Yes,37.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),78.65,2918.32,No
1074.0221077202946,Male,1,No,Yes,26.0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),47.449568139686754,1225.9376169603079,Yes
1044.0,Male,1,No,Yes,70.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,78.83,5526.55,No
1041.0,Female,1,No,Yes,67.0,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),47.62,,No
1435.6092591250404,Male,1,No,No,2.0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,50.58181785148551,100.85479091278201,Yes
1085.3558259437639,Male,0,Yes,Yes,7.0,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),45.522006868133104,326.67953485976307,Yes
1487.0,Female,1,No,No,67.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.07,1376.58,No
1075.1828610748626,Male,1,No,Yes,26.0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),47.71808499091857,1219.36811151881,Yes
1429.0,Female,0,Yes,No,30.0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,53.05,1638.55,Yes
1088.8375525550568,Male,1,Yes,No,28.0,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,45.83563395014377,1336.89940970109,Yes
1196.0,Male,1,Yes,No,50.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,58.57,2929.34,No
1097.0,Female,1,No,Yes,30.0,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),52.41,1553.45,No
1103.0,Male,0,No,Yes,66.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,75.5,5000.27,No
1307.0,Female,0,Yes,No,70.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.73,1727.17,Yes
1394.0,Female,1,No,No,37.0,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),48.7,1838.41,Yes
1425.2642456552833,Male,0,Yes,No,10.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.62005174082661,793.303177968326,Yes
1051.3463863063864,Female,0,Yes,Yes,8.0,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),65.20597328885258,554.3049047465792,Yes
1300.0,Male,0,Yes,No,37.0,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),51.46,1873.42,No
1588.0,Female,1,Yes,No,3.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,73.23,238.83,Yes
1442.0,Male,0,No,No,55.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),62.86,,Yes
1293.0,Male,1,Yes,No,14.0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),52.43,723.33,No
1050.0,Female,0,Yes,Yes,8.0,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),65.52,549.79,Yes
1406.0,Male,1,No,No,18.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.52,294.77,No
1463.0,Male,1,No,Yes,37.0,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,46.79,1726.38,No
1237.0,Male,0,No,No,43.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),76.22,3262.1,No
1137.4939453645356,Male,1,Yes,No,48.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.485371179088474,1281.6154040690678,Yes
1457.0,Female,1,Yes,No,38.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.99,869.8,No
1387.0,Female,0,Yes,No,5.0,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,46.67,228.38,No
1292.66830490475,Female,1,Yes,No,31.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.55753940094516,2351.5177093171055,Yes
1277.0,Female,1,Yes,No,17.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,74.92,,No
1006.0,Male,0,No,No,23.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,67.29,1530.21,No
1072.0,Male,1,No,Yes,42.0,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,51.9,2170.73,No
1161.6889043377028,Male,1,Yes,No,42.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),69.81759672088478,2936.805970114533,Yes
1088.1977275330328,Male,1,Yes,No,29.0,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,46.38021017496137,1313.7175160223155,Yes
1344.0,Female,0,Yes,No,9.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,72.42,676.79,No
1254.0,Female,0,Yes,Yes,35.0,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,68.94,,Yes
1516.5915907461806,Female,1,Yes,Yes,1.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,52.41055655515806,81.52228020947003,Yes
1135.0,Male,1,No,No,14.0,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,75.5,1056.54,No
1360.9918541780357,Male,1,Yes,No,7.0,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,56.49723594912967,361.8158049008626,Yes
1102.0,Female,0,Yes,No,18.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,67.49,1201.6,No
1390.0,Female,0,No,Yes,55.0,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,65.41,3576.34,Yes
1408.244192455437,Male,0,No,Yes,25.0,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),42.962763613498545,1059.118252718887,Yes
1426.442010778438,Female,0,Yes,No,30.0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,53.328156721401605,1640.5770567419856,Yes
1433.0,Male,0,No,No,20.0,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),50.37,1007.41,No
1441.102314227271,Male,0,No,No,55.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),62.90121617331175,,Yes
1129.0,Female,1,Yes,Yes,46.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.75,1181.2,Yes
1222.0,Female,0,Yes,No,40.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,65.93,2620.87,Yes
1112.0,Female,1,No,No,58.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,75.93,4403.27,No
1014.0,Female,1,Yes,Yes,54.0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,51.68,2800.13,No
1022.4207057211516,Female,0,Yes,No,32.0,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),47.56832067848444,1533.6682812028505,Yes
1354.0,Female,1,No,Yes,43.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.56,961.89,No
1578.9597566006075,Female,0,Yes,Yes,33.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,68.22013746553141,2192.228675484435,Yes
1165.0,Female,1,Yes,No,29.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,72.64,2100.21,No
1113.5692584958322,Male,1,No,Yes,16.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),66.45278392417069,1053.6007547542574,Yes
1328.0,Male,0,No,Yes,48.0,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,41.76,1996.62,No
1036.0,Female,0,No,Yes,39.0,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Mailed check,51.69,2027.83,No
1592.3425819953472,Male,0,No,Yes,54.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,64.63817487212403,3498.8794463398613,Yes
1504.0,Male,0,Yes,No,5.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.97,166.25,No
1551.5530211084874,Female,0,Yes,Yes,16.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),70.11269044033075,1111.9923960893454,Yes
1359.305728057361,Female,0,Yes,No,15.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,65.59098479662714,967.0518047922691,Yes
1107.0,Female,1,No,No,55.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,52.6,2864.53,No
1289.224808922414,Female,1,Yes,No,31.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.49708526026338,2358.0215580368686,Yes
1453.0,Male,1,Yes,Yes,59.0,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),41.75,2488.67,No
1367.0,Male,0,Yes,Yes,17.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),60.79,1007.36,Yes
1554.0,Female,0,Yes,Yes,16.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),70.15,1111.95,Yes
1584.0,Male,0,Yes,Yes,4.0,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,41.64,214.77,No
1419.7444731851492,Female,0,No,Yes,9.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,71.0737365953863,611.2960043393086,Yes
1131.075258945329,Male,1,Yes,No,29.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,75.16194482885142,2187.1643386602846,Yes
1420.486324753868,Female,0,No,No,3.0,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,52.73404010880554,170.0601968667897,Yes
1073.0,Male,0,No,No,0.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,57.03,20.98,Yes
1440.0,Female,1,Yes,No,23.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,80.46,1841.3,Yes
1305.0,Male,1,No,No,55.0,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,59.28,3301.2,No
1283.0,Male,0,Yes,Yes,33.0,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),57.04,1851.54,No
1338.0,Male,0,No,No,52.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),66.72,3458.15,No
1009.0,Male,1,Yes,No,49.0,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),50.29,2462.81,No
1500.5635629847516,Female,0,Yes,No,72.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,47.67019595305905,3410.5694622430256,Yes
1218.0,Male,1,No,No,45.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,66.01,2977.58,No
1456.0,Male,0,No,Yes,61.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),73.01,4448.45,No
1141.0,Male,1,Yes,No,22.0,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),50.7,1139.8,No
1043.0,Male,0,Yes,Yes,35.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,65.08,2256.15,Yes
1099.0,Male,0,Yes,Yes,55.0,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,44.96,2407.53,Yes
1458.0,Female,0,Yes,Yes,14.0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,52.11,705.32,No
1152.0,Female,0,Yes,Yes,70.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.88,1812.43,Yes
1003.0,Male,0,No,No,45.0,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,44.04,1991.35,No
1488.0,Female,1,Yes,No,71.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.19,1424.63,No
